round_shots,1309,241,131,143,89,98,64,36
round_queries,1309,2169,4323,14157,31239,110446,221888,1141956
round_k,4,16,49,175,563,1733,5254,15860
round_shots,1257,206,267,165,89,72,64,53,7
round_queries,1257,1442,6675,12705,23051,56952,151872,378155,454391
round_k,3,12,38,129,395,1186,3567,10706,32456
round_shots,1157,153,203,124,82,89,125,66,5
round_queries,1157,1071,4669,9052,18450,60075,262625,415998,287625
round_k,3,11,36,112,337,1050,3151,9587,28762
round_shots,1094,203,142,101,126,80,66,172,4
round_queries,1094,1421,3550,8181,31374,59920,148962,1174588,248852
round_k,3,12,40,124,374,1128,3414,10243,31106
round_shots,785,249,127,112,194,193,70,58,7
round_queries,785,1743,3175,9072,50634,152277,173810,435522,485821
round_k,3,12,40,130,394,1241,3754,11473,34701
round_shots,797,202,123,104,100,81,65,56,3
round_queries,797,1414,3075,8424,24300,65529,159705,416920,202017
round_k,3,12,40,121,404,1228,3722,11188,33669
round_shots,1042,224,147,104,113,81,96,119,12
round_queries,1042,1568,3675,7800,26103,59859,214176,802893,763044
round_k,3,12,37,115,369,1115,3373,10482,31793
round_shots,852,258,305,137,105,82,71,71,3
round_queries,852,1806,7015,10275,26775,64370,168199,508289,197913
round_k,3,11,37,127,392,1184,3579,10934,32985
round_shots,858,242,100,129,92,76,95,63,13
round_queries,858,1694,2500,9675,21252,52820,200545,400239,749853
round_k,3,12,37,115,347,1055,3176,9609,28840
round_shots,1382,176,98,111,85,78,60,66,3
round_queries,1382,1584,3234,10989,28135,79326,183420,605286,249999
round_k,4,16,49,165,508,1528,4585,13756,41666
round_shots,1259,202,228,91,134,75,62,67,5
round_queries,1259,1818,7068,9009,39798,69525,173042,565949,383895
round_k,4,15,49,148,463,1395,4223,12697,38389
round_shots,1122,225,177,100,102,84,72,74,186,4
round_queries,1122,675,1593,3300,10098,26964,70056,219706,1674186,338476
round_k,1,4,16,49,160,486,1484,4500,13501,42309
round_shots,992,227,141,133,120,112,83,57,9
round_queries,992,1589,3525,10773,29640,84336,191979,399969,580581
round_k,3,12,40,123,376,1156,3508,10751,32254
round_shots,1333,172,131,102,91,208,70,56,6
round_queries,1333,1548,4323,10098,29211,201552,203490,490056,479454
round_k,4,16,49,160,484,1453,4375,13234,39954
round_shots,1315,222,149,115,103,76,88,197,4
round_queries,1315,1554,3725,9315,25029,55404,197384,1329553,256860
round_k,3,12,40,121,364,1121,3374,10653,32107
round_shots,1463,283,135,105,100,84,110,88,7
round_queries,1463,1981,3375,8505,24500,67116,272910,664840,481719
round_k,3,12,40,122,399,1240,3777,11332,34408
round_shots,1154,211,150,98,91,114,70,53,3
round_queries,1154,1477,3750,7742,21749,83790,183750,417799,214791
round_k,3,12,39,119,367,1312,3941,11860,35798
round_shots,1344,219,148,167,101,160,91,126
round_queries,1344,1971,4884,16533,33633,173280,298025,3746358
round_k,4,16,49,166,541,1637,4955,14866
round_shots,609,174,184,153,169,102,97,76,103
round_queries,609,522,1656,5049,16731,34782,105827,249052,3043959
round_k,1,4,16,49,170,545,1638,4925,14776
round_shots,987,211,125,105,96,75,110,109,3
round_queries,987,1477,3125,8505,24288,58575,261250,780767,197049
round_k,3,12,40,126,390,1187,3581,10802,32841
round_shots,1007,243,116,107,106,106,113,55,4
round_queries,1007,1701,2900,8025,24486,75578,243063,355685,235724
round_k,3,12,37,115,356,1075,3233,9766,29465
round_shots,1375,170,121,127,93,73,60,145,3
round_queries,1375,1530,3993,13335,29295,74241,187380,1358505,256053
round_k,4,16,52,157,508,1561,4684,14195,42675
round_shots,785,214,106,224,115,80,84,55,3
round_queries,785,1498,2650,16800,32775,68720,222516,442255,220461
round_k,3,12,37,142,429,1324,4020,12085,36743
round_shots,1252,216,106,120,92,97,67,55,8
round_queries,1252,1512,2650,9000,21252,70519,149745,373395,513192
round_k,3,12,37,115,363,1117,3394,10274,32074
round_shots,992,343,152,159,80,74,94,126,8
round_queries,992,2401,3800,11925,19760,54834,209714,860958,503208
round_k,3,12,37,123,370,1115,3416,10478,31450
round_shots,914,240,165,144,95,88,66,55,13
round_queries,914,1680,4125,11664,23275,65208,150678,379775,817609
round_k,3,12,40,122,370,1141,3452,10443,31446
round_shots,1374,213,150,118,139,72,64,62,17
round_queries,1374,1491,3450,8378,29885,46584,124224,361522,911489
round_k,3,11,35,107,323,970,2915,8859,26808
round_shots,850,232,164,109,96,82,221,161,4
round_queries,850,1624,4100,8829,23328,59778,508079,1110417,259420
round_k,3,12,40,121,364,1149,3448,10345,32427
round_shots,1060,160,186,196,115,128,75,64,58,3
round_queries,1060,480,1674,6468,11845,40576,71325,185152,509066,237915
round_k,1,4,16,51,158,475,1446,4388,13192,39652
round_shots,949,219,158,134,93,80,70,121,4
round_queries,949,1533,3950,10050,21297,58320,153510,796059,238364
round_k,3,12,37,114,364,1096,3289,9868,29795
round_shots,1419,184,110,92,102,129,63,64,6
round_queries,1419,1656,3630,9292,31722,120873,178857,545600,471354
round_k,4,16,50,155,468,1419,4262,12793,39279
round_shots,1284,236,137,104,93,78,71,61,3
round_queries,1284,2124,4521,10296,29853,76830,210231,544547,245043
round_k,4,16,49,160,492,1480,4463,13613,40840
round_shots,1238,186,117,133,113,81,162,58,6
round_queries,1238,1674,3627,12635,32431,74601,474822,525422,514710
round_k,4,15,47,143,460,1465,4529,13671,42892
round_shots,1229,195,105,152,167,109,66,97,14
round_queries,1229,1365,2625,11400,38243,75537,138534,614107,806890
round_k,3,12,37,114,346,1049,3165,9602,28817
round_shots,777,146,169,153,97,87,89,97,60,3
round_queries,777,438,1521,5049,9603,26013,82681,274025,508500,232041
round_k,1,4,16,49,149,464,1412,4237,12759,38673
round_shots,1259,180,160,106,118,154,101,36
round_queries,1259,1620,5280,12614,43778,176022,346329,1158516
round_k,4,16,59,185,571,1714,5226,16090
round_shots,779,253,181,124,89,77,68,59,12
round_queries,779,1771,4525,10044,21805,57057,151300,394415,726276
round_k,3,12,40,122,370,1112,3342,10034,30261
round_shots,1206,214,153,93,100,73,62,73,7
round_queries,1206,1498,3825,7533,24300,59057,152458,538521,478877
round_k,3,12,40,121,404,1229,3688,11249,34205
round_shots,1016,213,159,268,167,75,93,68,3
round_queries,1016,1491,3975,21708,47261,63825,241335,540940,222369
round_k,3,12,40,141,425,1297,3977,12232,37061
round_shots,1252,229,100,90,131,177,133,58,4
round_queries,1252,1603,2500,6750,29475,123015,282625,373230,235364
round_k,3,12,37,112,347,1062,3217,9744,29420
round_shots,1085,324,122,97,98,74,67,62,12
round_queries,1085,2268,3050,7275,22050,52910,143715,402194,700596
round_k,3,12,37,112,357,1072,3243,9730,29191
round_shots,1134,195,127,112,87,76,86,80,6
round_queries,1134,1365,3175,9072,21315,57684,198574,554480,390618
round_k,3,12,40,122,379,1154,3465,10700,32551
round_shots,960,195,150,111,155,99,130,70,9
round_queries,960,1365,3750,8991,40145,79101,312130,504210,605367
round_k,3,12,40,129,399,1200,3601,10961,33631
round_shots,992,210,113,90,98,108,67,54,4
round_queries,992,1470,2825,6750,22050,78084,147869,360774,240516
round_k,3,12,37,112,361,1103,3340,10021,30064
round_shots,1045,206,103,92,90,75,67,56,5
round_queries,1045,1442,2575,6900,20250,50625,136747,347144,279195
round_k,3,12,37,112,337,1020,3099,9306,27919
round_shots,823,275,105,104,89,74,70,58,7
round_queries,823,1925,2625,7800,20559,52022,148190,371838,405685
round_k,3,12,37,115,351,1058,3205,9644,28977
round_shots,1160,177,181,134,132,102,74,58,12
round_queries,1160,1239,4163,9782,29436,68646,149406,380422,713724
round_k,3,11,36,111,336,1009,3279,9873,29738
round_shots,1016,214,114,259,141,104,67,55,3
round_queries,1016,1498,2850,19425,35391,86424,168907,416955,209325
round_k,3,12,37,125,415,1260,3790,11489,34887
round_shots,855,226,123,192,88,96,70,54,7
round_queries,855,1582,3075,14784,20504,68064,149170,347814,412909
round_k,3,12,38,116,354,1065,3220,9661,29493
round_shots,1088,267,173,140,107,79,174,61,3
round_queries,1088,1869,4325,11340,26215,62331,421602,455487,206001
round_k,3,12,40,122,394,1211,3733,11200,34333
round_shots,1409,263,172,107,214,192,84,53,4
round_queries,1409,2367,5332,10379,62274,184512,247044,474721,327076
round_k,4,15,48,145,480,1470,4478,13589,40884
round_shots,1160,260,119,116,93,79,64,56,4
round_queries,1160,1820,2975,8700,21483,57433,140224,368536,239308
round_k,3,12,37,115,363,1095,3290,9891,29913
round_shots,1415,177,130,127,118,80,96,75,3
round_queries,1415,1593,4290,13589,38350,78960,287712,674325,247419
round_k,4,16,53,162,493,1498,4495,13745,41236
round_shots,870,238,108,114,97,72,68,63,3
round_queries,870,1666,2700,8550,24153,56952,161364,453159,200757
round_k,3,12,37,124,395,1186,3596,10960,33459
round_shots,1004,219,129,182,274,80,101,61,5
round_queries,1004,1533,3225,14742,68226,63760,246339,454633,341915
round_k,3,12,40,124,398,1219,3726,11219,34191
round_shots,1454,201,177,154,101,76,193,60,5
round_queries,1454,1407,4425,12474,24947,61180,473815,457860,344075
round_k,3,12,40,123,402,1227,3815,11446,34407
round_shots,782,206,100,111,286,110,64,67,3
round_queries,782,1442,2500,8325,71786,87450,159296,501361,205707
round_k,3,12,37,125,397,1244,3741,11400,34284
round_shots,1013,222,152,139,201,142,209,102,4
round_queries,1013,1554,3800,10425,46029,98406,447051,661266,246756
round_k,3,12,37,114,346,1069,3241,9754,30844
round_shots,1183,203,152,162,108,82,86,100,4
round_queries,1183,1421,3800,12150,24732,56662,184470,651300,239900
round_k,3,12,37,114,345,1072,3256,9947,29987
round_shots,1255,198,127,111,122,110,65,60,6
round_queries,1255,1386,3175,8991,30378,93170,170625,474540,447390
round_k,3,12,40,124,423,1312,3954,12130,37282
round_shots,930,247,157,133,111,76,66,78,4
round_queries,930,1729,3925,10773,27417,56620,151338,540462,255196
round_k,3,12,40,123,372,1146,3464,10616,31899
round_shots,1073,198,167,152,82,92,97,110,3
round_queries,1073,1386,4175,11400,22222,75532,244149,830610,211731
round_k,3,12,37,135,410,1258,3775,11606,35288
round_shots,1197,271,153,108,87,107,74,68,8
round_queries,1197,1897,3825,8100,20097,74365,155178,433772,487688
round_k,3,12,37,115,347,1048,3189,9591,30480
round_shots,1377,203,203,129,112,119,91,59,3
round_queries,1377,1421,5075,10191,26992,86513,198835,392763,204033
round_k,3,12,39,120,363,1092,3328,10118,34005
round_shots,1191,203,194,105,122,83,62,67,3
round_queries,1191,1421,4850,8505,30378,70301,161386,523203,218643
round_k,3,12,40,124,423,1301,3904,11933,36440
round_shots,1283,246,216,297,148,77,75,42
round_queries,1283,2214,6696,29403,51356,82467,249375,1280370
round_k,4,15,49,173,535,1662,5034,15242
round_shots,1451,195,102,144,291,127,66,55,13
round_queries,1451,1365,2550,10800,66639,89281,142098,359315,780689
round_k,3,12,37,114,351,1076,3266,9873,30026
round_shots,998,198,185,97,104,180,98,54,4
round_queries,998,1386,4625,7857,25272,131220,224518,373950,250300
round_k,3,12,40,121,364,1145,3462,10399,31287
round_shots,914,250,271,94,82,94,135,144,14
round_queries,914,1750,6233,6862,17958,61758,277695,911664,824670
round_k,3,11,36,109,328,1028,3165,9496,29452
round_shots,1354,298,153,105,179,205,150,88,14
round_queries,1354,2086,3825,7875,42065,144935,318150,569624,827582
round_k,3,12,37,117,353,1060,3236,9815,29556
round_shots,1102,180,238,351,101,263,240,159,73,4
round_queries,1102,540,2142,10881,9999,78637,225360,471435,679557,341972
round_k,1,4,15,49,149,469,1482,4654,14221,42746
round_shots,1428,210,181,159,90,75,67,144,4
round_queries,1428,1470,4525,12879,22230,56025,151219,980784,247204
round_k,3,12,40,123,373,1128,3405,10216,30900
round_shots,1097,245,134,128,91,144,83,54,3
round_queries,1097,1715,3350,10368,25935,123120,221859,433026,219795
round_k,3,12,40,142,427,1336,4009,12191,36632
round_shots,1133,153,230,125,122,102,77,62,73
round_queries,1133,459,2070,4125,12810,32334,79079,196974,2131381
round_k,1,4,16,52,158,513,1588,4798,14598
round_shots,1189,219,135,142,103,185,98,57,3
round_queries,1189,1533,3375,11502,29561,162985,261562,463239,221721
round_k,3,12,40,143,440,1334,4063,12304,36953
round_shots,1087,193,185,101,102,100,106,83,67,4
round_queries,1087,579,1665,3333,10098,31300,101018,237297,582833,321500
round_k,1,4,16,49,156,476,1429,4349,13069,40187
round_shots,1309,172,114,120,82,136,82,56,6
round_queries,1309,1548,3762,11880,24518,121992,224270,469896,461502
round_k,4,16,49,149,448,1367,4195,12819,38458
round_shots,811,319,142,144,138,74,80,76,4
round_queries,811,2233,3550,10800,31602,54834,179120,511404,247556
round_k,3,12,37,114,370,1119,3364,10235,30944
round_shots,1143,193,194,117,97,121,73,64,93,3
round_queries,1143,579,1746,3861,9603,37873,69423,183744,811053,236427
round_k,1,4,16,49,156,475,1435,4360,13081,39404
round_shots,1009,153,176,108,106,101,97,81,55,3
round_queries,1009,459,1584,3564,10494,29997,88367,221697,455455,225417
round_k,1,4,16,49,148,455,1368,4140,12459,37569
round_shots,1491,206,145,140,90,100,65,55,4
round_queries,1491,1442,3625,11340,21870,74700,145925,375815,249276
round_k,3,12,40,121,373,1122,3416,10355,31159
round_shots,849,204,243,112,116,94,64,69,4
round_queries,849,1428,5589,8176,27492,67210,138560,450363,242060
round_k,3,11,36,118,357,1082,3263,9833,30257
round_shots,1206,336,127,105,93,92,83,55,12
round_queries,1206,2352,3175,8085,22041,65412,178035,357445,711084
round_k,3,12,38,118,355,1072,3249,9837,29628
round_shots,1488,162,154,137,111,80,68,56,14
round_queries,1488,1134,3542,9727,23865,52560,134164,338520,770350
round_k,3,11,35,107,328,986,3022,9170,27512
round_shots,1309,150,216,135,112,156,65,55,4
round_queries,1309,1050,4968,9855,27664,116220,150475,384615,252844
round_k,3,11,36,123,372,1157,3496,10505,31605
round_shots,1382,182,100,93,87,111,62,55,6
round_queries,1382,1638,3300,9207,25839,102675,173786,462495,465294
round_k,4,16,49,148,462,1401,4204,12791,38774
round_shots,1269,329,219,111,124,78,70,59,7
round_queries,1269,2303,5913,9213,31124,61698,168350,428517,460425
round_k,3,13,41,125,395,1202,3631,10912,32887
round_shots,1286,259,229,126,108,77,64,60,11
round_queries,1286,1813,5267,9450,24732,53207,135872,384660,639111
round_k,3,11,37,114,345,1061,3205,9683,29050
round_shots,815,258,245,140,115,78,163,91,13
round_queries,815,1806,5635,10220,25645,52494,334639,570297,748371
round_k,3,11,36,111,336,1026,3133,9538,28783
round_shots,1474,170,184,104,126,104,114,79,9
round_queries,1474,1190,4232,7592,28350,70616,232674,489879,521145
round_k,3,11,36,112,339,1020,3100,9473,28952
round_shots,882,230,172,90,124,82,63,54,12
round_queries,882,1610,4300,7290,30132,60106,139419,358506,717012
round_k,3,12,40,121,366,1106,3319,9958,29875
round_shots,1197,209,132,120,163,160,87,53,4
round_queries,1197,1463,3036,8520,35045,120160,198969,385787,262044
round_k,3,11,35,107,375,1143,3639,10918,32755
round_shots,1460,216,181,152,112,95,92,64,11
round_queries,1460,1512,4525,12312,27888,70965,213900,452288,712041
round_k,3,12,40,124,373,1162,3533,10715,32365
round_shots,1445,265,155,106,103,79,64,71,13
round_queries,1445,1855,3565,7738,22557,57591,146240,488409,812331
round_k,3,11,36,109,364,1142,3439,10409,31243
round_shots,1206,250,135,142,113,205,98,55,5
round_queries,1206,1750,3375,11502,28137,153135,240002,410905,339025
round_k,3,12,40,124,373,1224,3735,11275,33902
round_shots,1285,187,112,105,85,90,158,57,3
round_queries,1285,1683,3696,10395,25755,82710,437502,473499,225537
round_k,4,16,49,151,459,1384,4153,12498,37589
round_shots,1157,195,119,98,120,76,79,144,14
round_queries,1157,1365,2975,7350,27960,53428,168033,939600,827162
round_k,3,12,37,116,351,1063,3262,9787,29541
round_shots,1358,226,161,103,134,93,70,90
round_queries,1358,2034,5313,10815,43014,89931,216370,2609550
round_k,4,16,52,160,483,1545,4750,14497
round_shots,1420,260,181,157,100,90,69,57,8
round_queries,1420,1820,4525,12403,24100,65610,167049,420261,553208
round_k,3,12,39,120,364,1210,3686,11492,34575
round_shots,817,307,110,118,100,95,72,75,10
round_queries,817,2149,2750,8850,25900,75715,174888,548625,671710
round_k,3,12,37,129,398,1214,3657,11020,33585
round_shots,1205,198,116,99,103,103,84,118,3
round_queries,1205,1782,3828,9999,31827,95893,239148,1029078,236349
round_k,4,16,50,154,465,1423,4360,13081,39391
round_shots,1277,254,184,218,100,89,73,58,5
round_queries,1277,1778,4232,15914,22300,65949,180821,439466,357815
round_k,3,11,36,111,370,1238,3788,11386,35781
round_shots,785,211,114,98,88,91,93,71,4
round_queries,785,1477,2850,7350,19800,62335,192975,442827,233100
round_k,3,12,37,112,342,1037,3118,9420,29137
round_shots,1023,184,110,152,220,84,64,56,8
round_queries,1023,1288,2530,10488,46420,56532,129856,340872,442984
round_k,3,11,34,105,336,1014,3043,9196,27686
round_shots,1335,340,182,108,93,77,96,55,7
round_queries,1335,2380,4550,8100,20925,54593,205920,357335,415723
round_k,3,12,37,112,354,1072,3248,9841,29694
round_shots,885,243,119,100,122,266,134,66,5
round_queries,885,1701,2975,7500,27450,180614,284214,422730,288865
round_k,3,12,37,112,339,1060,3202,9622,28886
round_shots,1114,258,123,120,102,80,188,54,3
round_queries,1114,1806,3075,9720,24990,61840,438604,393714,199731
round_k,3,12,40,122,386,1166,3645,11005,33288
round_shots,1548,185,122,100,90,79,64,58,4
round_queries,1548,1665,4026,9900,27630,75287,187072,509182,321588
round_k,4,16,49,153,476,1461,4389,13204,40198
round_shots,861,200,151,111,97,80,68,64,3
round_queries,861,1400,3775,10323,28421,71920,186660,537664,227421
round_k,3,12,46,146,449,1372,4200,12616,37903
round_shots,1305,169,115,110,88,85,99,52,3
round_queries,1305,1521,3795,10890,26664,80835,287001,454220,236193
round_k,4,16,49,151,475,1449,4367,13102,39365
round_shots,1358,219,100,102,80,87,60,62,3
round_queries,1358,1971,3300,10098,25680,84477,177540,550374,246831
round_k,4,16,49,160,485,1479,4438,13329,41138
round_shots,978,388,152,102,87,75,71,68,3
round_queries,978,2716,4104,8670,23577,62925,181121,532372,212151
round_k,3,13,42,135,419,1275,3914,11743,35358
round_shots,931,227,177,123,106,82,70,64,6
round_queries,931,1589,4425,9963,26182,66010,173670,509504,442878
round_k,3,12,40,123,402,1240,3980,12095,36906
round_shots,1056,244,125,103,108,78,78,54,13
round_queries,1056,1708,3125,7725,24516,55458,169026,352674,766571
round_k,3,12,37,113,355,1083,3265,9796,29483
round_shots,845,232,181,98,100,72,73,55,7
round_queries,845,1624,4525,7938,24500,58104,176733,402765,471709
round_k,3,12,40,122,403,1210,3661,11110,33693
round_shots,1122,195,157,130,89,74,70,53,3
round_queries,1122,1365,3925,10530,23407,58830,169750,386741,197019
round_k,3,12,40,131,397,1212,3648,10945,32836
round_shots,1016,259,166,132,90,77,88,56,11
round_queries,1016,1813,3818,9636,20250,51975,183304,350616,623843
round_k,3,11,36,112,337,1041,3130,9415,28356
round_shots,1051,138,184,158,133,90,163,66,99
round_queries,1051,414,1656,5214,15827,34830,193807,241494,3260169
round_k,1,4,16,59,193,594,1829,5488,16465
round_shots,1272,203,105,102,203,102,67,55,6
round_queries,1272,1421,2625,7650,47705,72930,146797,365585,361866
round_k,3,12,37,117,357,1095,3323,10004,30155
round_shots,222,174,246,347,91,85,82,69,56,3
round_queries,222,522,2214,10757,9009,25245,75030,191475,473704,232485
round_k,1,4,15,49,148,457,1387,4229,12885,38747
round_shots,1206,230,103,215,105,78,107,78,6
round_queries,1206,1610,2575,16125,29085,65754,278307,620334,437298
round_k,3,12,37,138,421,1300,3976,12103,36441
round_shots,1377,215,114,102,112,82,75,102,9
round_queries,1377,1505,2622,7242,24080,53382,152925,641478,518823
round_k,3,11,35,107,325,1019,3144,9531,28823
round_shots,1090,146,176,131,106,101,73,62,47
round_queries,1090,438,1584,4323,11554,35653,79497,207266,1452347
round_k,1,4,16,54,176,544,1671,5026,15450
round_shots,1174,243,245,135,85,214,76,134,3
round_queries,1174,2187,7595,13365,26265,203942,218500,1155750,243525
round_k,4,15,49,154,476,1437,4312,13294,40587
round_shots,1426,200,121,122,96,75,70,57,5
round_queries,1426,1400,3025,9150,21792,51225,144690,353799,284445
round_k,3,12,37,113,341,1033,3103,9374,28444
round_shots,1386,253,153,136,110,88,82,110,3
round_queries,1386,1771,3825,11016,28490,79640,229518,941930,246957
round_k,3,12,40,129,452,1399,4281,13215,41159
round_shots,1229,323,258,161,94,85,102,54,5
round_queries,1229,2261,6966,13363,26226,73865,268158,431190,366585
round_k,3,13,41,139,434,1314,3992,12049,36658
round_shots,879,236,121,208,89,106,70,62,4
round_queries,879,1652,3025,16016,20737,74306,149870,398598,235644
round_k,3,12,38,116,350,1070,3214,9650,29455
round_shots,1237,233,124,104,98,93,78,58,4
round_queries,1237,1631,3100,7800,22638,69657,176826,400954,253988
round_k,3,12,37,115,374,1133,3456,10440,31748
round_shots,845,156,143,143,88,84,65,93,7
round_queries,845,1092,3289,10153,23496,67284,161655,701127,497721
round_k,3,11,35,133,400,1243,3769,11644,35551
round_shots,1448,247,139,188,253,74,66,68,11
round_queries,1448,1729,3475,15980,65021,58830,158466,491980,734569
round_k,3,12,42,128,397,1200,3617,10950,33389
round_shots,956,225,169,145,97,109,74,62,42
round_queries,956,675,1521,4785,10767,38041,79698,200446,1283646
round_k,1,4,16,55,174,538,1616,4854,15281
round_shots,1517,170,109,104,251,197,115,79,6
round_queries,1517,1530,3597,10296,76053,183801,321885,675529,468006
round_k,4,16,49,151,466,1399,4275,12976,39000
round_shots,992,209,189,127,113,272,123,87,10
round_queries,992,1463,4347,9271,25199,187408,254241,596211,678670
round_k,3,11,36,111,344,1033,3426,10600,33933
round_shots,1428,265,156,108,123,81,108,119,3
round_queries,1428,1855,3900,8748,30135,66501,277236,921893,213009
round_k,3,12,40,122,410,1283,3873,11620,35501
round_shots,1053,237,116,113,89,262,111,57,13
round_queries,1053,1659,2900,8475,21271,188378,253191,395067,815425
round_k,3,12,37,119,359,1140,3465,10401,31362
round_shots,1156,146,206,133,98,91,82,97,87
round_queries,1156,438,1854,4389,10290,28847,83886,303707,2469843
round_k,1,4,16,52,158,511,1565,4731,14194
round_shots,1360,169,148,118,95,83,125,72
round_queries,1360,1521,4884,11918,32585,87233,396625,2135160
round_k,4,16,50,171,525,1586,4856,14827
round_shots,776,245,153,144,85,76,85,109,10
round_queries,776,1715,3825,11664,21165,56772,195925,754171,623510
round_k,3,12,40,124,373,1152,3459,10381,31175
round_shots,836,131,236,121,116,85,75,60,52,3
round_queries,836,393,2124,3993,11716,27625,75075,183780,477828,249783
round_k,1,4,16,50,162,500,1531,4594,13791,41630
round_shots,1024,218,179,188,211,144,75,61,4
round_queries,1024,1526,4117,13724,46631,95472,154125,384483,242436
round_k,3,11,36,110,331,1027,3151,10101,30304
round_shots,844,192,133,145,109,116,111,58,13
round_queries,844,1344,3059,10005,22999,75748,220557,355830,755339
round_k,3,11,34,105,326,993,3067,9205,29051
round_shots,1266,194,209,120,95,84,144,85
round_queries,1266,1746,6479,11640,28025,74508,411696,2767685
round_k,4,15,48,147,443,1429,5354,16280
round_shots,888,240,182,126,100,93,64,68,8
round_queries,888,1680,4550,10206,25700,78585,163520,528836,571080
round_k,3,12,40,128,422,1277,3888,11679,35692
round_shots,1037,240,155,125,89,78,80,55,6
round_queries,1037,1680,3875,9875,21271,57018,181200,384395,383598
round_k,3,12,39,119,365,1132,3494,10606,31966
round_shots,921,131,250,123,144,89,75,67,52,6
round_queries,921,393,2250,4059,14256,26789,68175,185523,432276,448902
round_k,1,4,16,49,150,454,1384,4156,12469,37408
round_shots,1274,200,139,152,125,80,80,80,4
round_queries,1274,1800,4587,15048,40625,79600,241680,746640,340740
round_k,4,16,49,162,497,1510,4666,13999,42592
round_shots,925,160,186,117,114,105,70,70,66,4
round_queries,925,480,1674,3861,11514,33285,66850,200550,570966,322028
round_k,1,4,16,50,158,477,1432,4325,13363,40253
round_shots,852,214,135,138,91,186,166,54,3
round_queries,852,1498,3375,11178,24661,160518,435418,449658,226653
round_k,3,12,40,135,431,1311,4163,12584,37775
round_shots,850,177,162,114,90,87,64,59,16
round_queries,850,1239,3726,8322,19710,57159,129088,357009,896112
round_k,3,11,36,109,328,1008,3025,9156,28003
round_shots,908,123,253,115,102,161,167,108,53,7
round_queries,908,369,2277,3795,10098,51681,161823,322164,482353,577451
round_k,1,4,16,49,160,484,1491,4550,13746,41246
round_shots,1353,169,117,88,107,77,84,54,7
round_queries,1353,1521,3861,8888,32421,70301,235620,460566,551677
round_k,4,16,50,151,456,1402,4264,12933,39405
round_shots,952,301,288,102,93,75,65,55,7
round_queries,952,2107,7776,8466,24087,61275,162045,415085,483301
round_k,3,13,41,129,408,1246,3773,11429,34521
round_shots,1400,199,129,100,93,127,78,101,9
round_queries,1400,1393,3225,8100,22599,97917,180414,705283,574425
round_k,3,12,40,121,385,1156,3491,10637,31912
round_shots,908,343,178,211,111,104,99,59,4
round_queries,908,2401,4450,15825,25197,74568,219087,393353,249716
round_k,3,12,37,113,358,1106,3333,10067,31214
round_shots,999,174,205,115,99,87,82,175,59,3
round_queries,999,522,1845,3795,9801,25839,76506,493675,516781,240531
round_k,1,4,16,49,148,466,1410,4379,13277,40088
round_shots,835,230,100,126,90,81,71,56,11
round_queries,835,1610,2500,9450,22230,62775,169051,401240,713537
round_k,3,12,37,123,387,1190,3582,10789,32433
round_shots,1369,263,272,157,131,97,70,57,5
round_queries,1369,1841,6256,11461,28689,64117,139650,341487,279405
round_k,3,11,36,109,330,997,2995,9055,27940
round_shots,832,237,147,111,93,135,113,156,3
round_queries,832,1659,3675,8991,22785,103815,268375,1122108,205767
round_k,3,12,40,122,384,1187,3596,11431,34294
round_shots,1437,211,154,93,109,77,70,110,4
round_queries,1437,1477,3850,7533,26487,60753,165830,781770,258380
round_k,3,12,40,121,394,1184,3553,10694,32297
round_shots,835,237,143,142,212,96,87,93,9
round_queries,835,1659,3575,11502,52788,72288,206103,662067,600543
round_k,3,12,40,124,376,1184,3559,11012,33363
round_shots,794,268,164,140,160,97,65,144,3
round_queries,794,1876,4100,11340,39840,83905,169455,1134576,223623
round_k,3,12,40,124,432,1303,3939,12423,37270
round_shots,764,193,203,121,99,78,76,62,74,4
round_queries,764,579,1827,3993,9999,24102,70452,173042,619602,316308
round_k,1,4,16,50,154,463,1395,4186,12703,39538
round_shots,1036,198,147,176,143,127,65,81,4
round_queries,1036,1386,3675,13200,36179,101219,155415,587007,261756
round_k,3,12,37,126,398,1195,3623,10905,32719
round_shots,1363,215,134,107,96,78,64,66,12
round_queries,1363,1505,3350,8667,23520,57330,141760,438570,724020
round_k,3,12,40,122,367,1107,3322,9998,30167
round_shots,1538,230,145,119,126,112,74,59,4
round_queries,1538,2070,4785,11781,37674,103824,205794,493417,318500
round_k,4,16,49,149,463,1390,4181,12551,39812
round_shots,609,131,242,120,129,99,73,66,44
round_queries,609,393,2178,3960,13545,33957,80081,221034,1348556
round_k,1,4,16,52,171,548,1674,5071,15324
round_shots,1297,261,176,104,87,89,91,64,12
round_queries,1297,1827,4400,7800,20097,61855,192465,413760,712236
round_k,3,12,37,115,347,1057,3232,9865,29676
round_shots,1283,211,200,187,109,77,86,117,5
round_queries,1283,1477,5000,14773,26487,61523,208378,851877,348625
round_k,3,12,39,121,399,1211,3640,11356,34862
round_shots,847,211,193,136,198,88,73,65,7
round_queries,847,1477,4825,11016,48906,65736,173375,463515,462217
round_k,3,12,40,123,373,1187,3565,10838,33015
round_shots,773,143,162,151,137,88,85,74,11
round_queries,773,1001,3726,10721,29729,57640,169915,446886,721281
round_k,3,11,35,108,327,999,3019,10425,32785
round_shots,1277,265,142,141,97,133,67,55,3
round_queries,1277,1855,3550,10575,25511,107863,164485,413105,210441
