round_shots,1165,174,115,277,92,68,73,40
round_queries,1165,1566,3795,29085,31924,75140,242579,1223640
round_k,4,16,52,173,552,1661,5069,15295
round_queries,1119,1603,4375,7275,35649,94361,165982,789844,309285
round_k,3,12,37,116,371,1121,3404,10309,30928
round_shots,1004,145,277,148,272,86,127,73,69
round_queries,1004,435,2493,4884,28016,27090,121285,218781,1890669
round_k,1,4,16,51,157,477,1498,4541,13700
round_shots,1075,231,131,111,101,249,91,84,3
round_queries,1075,1617,3275,9435,28179,213891,235235,652428,214545
round_k,3,12,42,139,429,1292,3883,11699,35757
round_shots,1306,245,264,152,145,94,61,43
round_queries,1306,2205,8184,15048,43645,86950,174033,1113657
round_k,4,15,49,150,462,1426,4283,12949
round_shots,1130,180,114,134,108,75,66,57,4
round_queries,1130,1260,2622,9514,23004,52275,138006,365655,234316
round_k,3,11,35,106,348,1045,3207,9706,29289
round_shots,804,211,123,111,298,116,65,55,3
round_queries,804,1477,3075,8991,72414,84564,144495,375375,187215
round_k,3,12,40,121,364,1111,3412,10250,31202
round_shots,1328,206,106,126,88,90,155,58,3
round_queries,1328,1442,2650,9450,21736,69750,363475,420558,201429
round_k,3,12,37,123,387,1172,3625,10972,33571
round_shots,936,206,106,112,103,102,64,58,5
round_queries,936,1442,2650,8400,25647,79254,152640,416382,333855
round_k,3,12,37,124,388,1192,3589,10775,33385
round_shots,664,186,216,137,132,90,72,62,95
round_queries,664,558,1944,4521,13596,28170,70200,181846,2543245
round_k,1,4,16,51,156,487,1466,4450,13385
round_shots,766,150,166,208,178,74,147,67,3
round_queries,766,1050,3818,15184,39338,59422,361179,501227,202731
round_k,3,11,36,110,401,1228,3740,11221,33788
round_shots,805,198,186,113,88,104,70,64,3
round_queries,805,1386,4278,8249,19800,71032,162890,478144,207417
round_k,3,11,36,112,341,1163,3735,11352,34569
round_shots,1202,225,154,287,97,68,73,40
round_queries,1202,2025,5082,31857,34823,74052,238491,1213480
round_k,4,16,55,179,544,1633,5024,15168
round_shots,859,141,153,105,86,73,72,72,10
round_queries,859,987,3519,7455,18834,49129,146520,442008,560930
round_k,3,11,35,109,336,1017,3069,9304,28046
round_shots,1196,277,117,111,108,166,102,171,7
round_queries,1196,1939,2925,8325,24300,118358,223074,1126719,425341
round_k,3,12,37,112,356,1093,3294,9891,30381
round_shots,1099,301,98,152,101,102,222,133,3
round_queries,1099,2107,2450,11400,27371,87414,582750,1063867,224979
round_k,3,12,37,135,428,1312,3999,12418,37496
round_shots,1205,324,117,111,86,89,77,53,3
round_queries,1205,2268,2925,8325,21586,67195,176715,365541,191583
round_k,3,12,37,125,377,1147,3448,10391,31930
round_shots,1418,234,107,193,109,69,82,145,4
round_queries,1418,2106,3531,19493,33245,64101,228534,1212345,312100
round_k,4,16,50,152,464,1393,4180,12689,39012
round_shots,433,186,169,137,111,128,125,93,127
round_queries,433,558,1521,4521,11433,41344,123875,281511,3514471
round_k,1,4,16,51,161,495,1513,4598,13836
round_shots,1222,324,152,101,88,72,79,83,7
round_queries,1222,2268,3800,7575,21208,53208,175143,553029,426125
round_k,3,12,37,120,369,1108,3331,10033,30437
round_shots,787,330,125,120,90,80,129,84,8
round_queries,787,2310,3125,9000,23130,62160,308955,603540,530728
round_k,3,12,37,128,388,1197,3592,10853,33170
round_shots,840,237,165,106,98,101,158,52,10
round_queries,840,1659,4125,7950,22638,75649,366086,371644,643230
round_k,3,12,37,115,374,1158,3573,10720,32161
round_shots,1401,210,166,124,97,118,62,76
round_queries,1401,1890,5478,12276,29391,113398,181474,2089620
round_k,4,16,49,151,480,1463,4472,13747
round_shots,813,231,177,108,88,82,64,55,3
round_queries,813,1617,4425,8748,21560,62402,148032,383955,190407
round_k,3,12,40,122,380,1156,3490,10492,31734
round_shots,963,225,204,217,106,81,65,60,3
round_queries,963,1575,5100,16709,25970,60507,151905,421500,191715
round_k,3,12,38,122,373,1168,3512,10558,31952
round_shots,1328,300,310,90,87,76,66,53,10
round_queries,1328,2100,8370,7470,21663,56772,148566,365011,627410
round_k,3,13,41,124,373,1125,3443,10359,31370
round_shots,1052,307,225,128,95,85,90,53,8
round_queries,1052,2149,6075,10624,25555,69105,221310,391617,541064
round_k,3,13,41,134,406,1229,3694,11092,33816
round_shots,1168,245,117,161,95,84,72,58,3
round_queries,1168,1715,2925,12075,21755,61908,163512,401186,192099
round_k,3,12,37,114,368,1135,3458,10413,32016
round_shots,890,239,144,191,121,116,99,88,6
round_queries,890,1673,3600,16235,31097,94772,244629,659384,420234
round_k,3,12,42,128,408,1235,3746,11357,35019
round_shots,790,212,161,120,103,122,64,54,4
round_queries,790,1484,4025,9720,25029,100650,161856,414450,283012
round_k,3,12,40,121,412,1264,3837,11564,35376
round_shots,1059,193,255,204,140,118,75,63,72
round_queries,1059,579,2295,6324,13580,36226,79725,201285,2117016
round_k,1,4,15,48,153,531,1597,4900,14701
round_shots,963,313,122,125,161,130,193,186,5
round_queries,963,2191,3050,9375,40733,103350,471113,1432386,346545
round_k,3,12,37,126,397,1220,3850,11551,34654
round_shots,1127,209,106,98,94,77,70,84,7
round_queries,1127,1463,2650,7350,21150,54439,151270,548268,419713
round_k,3,12,37,112,353,1080,3263,9830,29979
round_shots,978,344,120,156,85,70,77,75,5
round_queries,978,2408,3000,11700,23035,56910,187803,550275,333755
round_k,3,12,37,135,406,1219,3668,11036,33375
round_shots,1285,232,106,139,134,87,226,64,7
round_queries,1285,1624,2650,10425,30686,63771,505562,429504,433713
round_k,3,12,37,114,366,1118,3355,10085,30979
round_shots,766,267,122,110,92,107,82,55,3
round_queries,766,1869,3050,8250,21988,80999,190650,387035,193689
round_k,3,12,37,119,378,1162,3518,10564,32281
round_shots,1524,195,159,127,92,74,83,65,3
round_queries,1524,1365,3975,9525,24380,61790,210737,495365,212493
round_k,3,12,37,132,417,1269,3810,11660,35415
round_shots,1416,208,176,197,122,94,67,64,4
round_queries,1416,1456,4400,14775,27694,64390,142375,409152,233276
round_k,3,12,37,113,342,1062,3196,9615,29159
round_shots,791,179,253,188,99,103,81,96,34
round_queries,791,537,2277,6204,10395,33063,81729,306720,997050
round_k,1,4,16,52,160,504,1597,4814,14662
round_shots,795,245,188,216,98,87,192,54,5
round_queries,795,1715,4700,17064,23618,68643,475584,401274,336825
round_k,3,12,39,120,394,1238,3715,11227,33682
round_shots,1479,314,124,121,113,88,67,119,7
round_queries,1479,2198,3100,9801,27911,65560,151621,808129,428351
round_k,3,12,40,123,372,1131,3395,10195,30596
round_shots,953,130,169,115,92,82,102,142,42
round_queries,953,390,1521,3795,9292,25502,96186,403422,1107246
round_k,1,4,16,50,155,471,1420,4340,13181
round_shots,786,300,141,127,144,88,62,58,4
round_queries,786,2100,3525,10287,37872,74008,158658,449094,293428
round_k,3,12,40,131,420,1279,3871,11625,36678
round_shots,1240,216,132,141,85,78,61,38
round_queries,1240,1944,4356,13959,29155,81042,191479,1081898
round_k,4,16,49,171,519,1569,4724,14235
round_shots,1106,186,199,191,112,93,75,64,54,6
round_queries,1106,558,1791,5921,10864,27621,66975,173632,447390,459318
round_k,1,4,15,48,148,446,1356,4142,12456,38276
round_shots,1113,227,218,112,183,72,67,58,5
round_queries,1113,1589,5450,8848,43371,51624,144653,379726,301905
round_k,3,12,39,118,358,1079,3273,9843,30190
round_shots,1345,195,192,106,88,75,81,54,8
round_queries,1345,1365,4800,8374,21032,53775,177471,372762,518280
round_k,3,12,39,119,358,1095,3451,10446,32392
round_shots,1222,181,170,100,100,98,69,56,3
round_queries,1222,1267,3910,7300,21900,71638,158907,394296,191157
round_k,3,11,36,109,365,1151,3520,10617,31859
round_shots,855,221,153,151,171,97,66,66,8
round_queries,855,1547,3825,11325,41895,71877,146982,447942,503912
round_k,3,12,37,122,370,1113,3393,10268,31494
round_shots,1107,199,181,177,109,74,65,64,4
round_queries,1107,1393,4525,14337,28885,62234,165685,492480,287140
round_k,3,12,40,132,420,1274,3847,11618,35892
round_shots,708,145,223,145,135,102,89,59,64
round_queries,708,435,2007,4785,14175,37434,104219,207975,2034752
round_k,1,4,16,52,183,585,1762,5291,15896
round_shots,790,232,109,271,142,92,85,76,5
round_queries,790,1624,2725,20867,32802,65780,185555,501828,305505
round_k,3,12,38,115,357,1091,3301,10151,30550
round_shots,1494,133,279,162,238,77,63,53,6
round_queries,1494,1197,7533,13446,62594,62139,155799,396811,409158
round_k,4,13,41,131,403,1236,3743,11327,34096
round_shots,1442,349,221,122,110,74,66,55,3
round_queries,1442,2443,5967,10126,27610,56018,151602,387255,192711
round_k,3,13,41,125,378,1148,3520,10695,32118
round_shots,775,250,160,137,118,92,64,64,6
round_queries,775,1750,4000,10823,28202,72956,161600,489792,421506
round_k,3,12,39,119,396,1262,3826,11664,35125
round_shots,1268,224,155,128,86,127,75,61,3
round_queries,1268,1568,3875,10368,24510,110871,202125,495869,227979
round_k,3,12,40,142,436,1347,4064,12394,37996
round_shots,1179,216,133,136,121,75,61,44
round_queries,1179,1944,4389,14280,38599,73875,180377,1209780
round_k,4,16,52,159,492,1478,4455,13747
round_shots,1216,230,114,88,84,74,72,79
round_queries,1216,2070,3762,9416,26964,72002,210600,2103849
round_k,4,16,53,160,486,1462,4438,13315
round_shots,1331,245,248,90,114,73,65,66
round_queries,1331,2205,7688,8910,33858,69569,188045,1778634
round_k,4,15,49,148,476,1446,4404,13474
round_shots,1259,217,125,135,90,74,63,67,3
round_queries,1259,1519,3125,10935,24390,63714,165249,529903,219789
round_k,3,12,40,135,430,1311,3954,11898,36631
round_shots,678,179,182,115,88,97,75,86,44
round_queries,678,537,1638,3795,9240,30555,79425,273394,1278860
round_k,1,4,16,52,157,529,1589,4786,14532
round_shots,1165,211,141,103,86,103,63,170,6
round_queries,1165,1477,3525,8343,21758,81473,155925,1277550,421110
round_k,3,12,40,126,395,1237,3757,11697,35092
round_shots,852,306,165,117,102,76,68,55,6
round_queries,852,2142,4125,9477,26418,59204,165036,400785,397434
round_k,3,12,40,129,389,1213,3643,10982,33119
round_shots,1210,202,375,225,98,91,97,55,8
round_queries,1210,1818,10125,18225,23814,68341,219705,379885,506104
round_k,4,13,40,121,375,1132,3453,10390,31631
round_shots,1157,179,201,357,115,88,111,125,69,6
round_queries,1157,537,1809,9639,9545,22440,87801,301375,499215,396126
round_k,1,4,13,41,127,395,1205,3617,10920,33010
round_shots,1126,173,188,156,118,93,76,136,49
round_queries,1126,519,1692,4836,11210,27249,66956,373320,1270129
round_k,1,4,15,47,146,440,1372,4225,12960
round_shots,1182,198,174,149,92,119,63,54,3
round_queries,1182,1386,4350,12069,22724,89845,144585,374922,195441
round_k,3,12,40,123,377,1147,3471,10439,32573
round_shots,1219,210,126,124,104,292,129,74,10
round_queries,1219,1470,2898,8804,22568,197100,261225,455914,560890
round_k,3,11,35,108,337,1012,3080,9263,28044
round_shots,1191,360,312,101,93,79,66,53,5
round_queries,1191,2520,8424,8383,23343,62015,158334,381547,331525
round_k,3,13,41,125,392,1199,3599,10827,33152
round_shots,1450,239,143,108,127,81,62,59,9
round_queries,1450,1673,3575,8748,33147,66339,152458,437603,615141
round_k,3,12,40,130,409,1229,3708,11256,34174
round_shots,898,199,117,107,86,105,106,57,5
round_queries,898,1393,2925,8025,20898,79275,241362,395409,315905
round_k,3,12,37,121,377,1138,3468,10513,31590
round_shots,1099,200,155,104,92,80,66,56,5
round_queries,1099,1400,3875,8424,22356,58480,145134,370888,309155
round_k,3,12,40,121,365,1099,3311,10109,30915
round_shots,1209,235,96,124,93,72,126,36
round_queries,1209,2115,3168,12276,27993,71496,382662,1019844
round_k,4,16,49,150,496,1518,4721,14164
round_shots,1262,246,112,112,125,250,71,65
round_queries,1262,2214,3696,11088,37875,240750,209805,1742975
round_k,4,16,49,151,481,1477,4454,13407
round_shots,659,273,121,222,121,91,92,84,84,6
round_queries,659,819,1089,5994,10043,24479,77924,213780,641676,420258
round_k,1,4,13,41,134,423,1272,3819,11511,35021
round_shots,1199,384,214,143,102,81,68,52,10
round_queries,1199,2688,5778,11869,25806,63261,159732,368940,640630
round_k,3,13,41,126,390,1174,3547,10642,32031
round_shots,912,199,213,126,151,85,75,61,161,3
round_queries,912,597,1917,4158,14949,25585,68475,169519,1349019,231159
round_k,1,4,16,49,150,456,1389,4189,12710,38526
round_shots,808,221,131,100,106,82,63,54,7
round_queries,808,1547,3275,8100,25758,62730,146979,379242,446047
round_k,3,12,40,121,382,1166,3511,10567,31860
round_shots,821,179,195,156,113,85,80,79,38
round_queries,821,537,1755,5148,11187,28135,79440,237079,1048534
round_k,1,4,16,49,165,496,1500,4569,13796
round_shots,1296,230,145,179,110,72,61,22
round_queries,1296,2070,4785,20943,43450,85608,219539,742214
round_k,4,16,58,197,594,1799,5452,16868
round_shots,1244,178,163,112,85,85,80,85,3
round_queries,1244,1602,5379,11088,25755,77435,222320,708985,229629
round_k,4,16,49,151,455,1389,4170,12611,38271
round_shots,1393,293,391,176,91,77,126,159,3
round_queries,1393,2051,10557,14256,23387,60445,296982,1124607,198291
round_k,3,13,40,128,392,1178,3536,10609,33048
round_shots,939,195,123,124,131,94,72,53,9
round_queries,939,1365,3075,10044,33405,74542,171576,386847,610335
round_k,3,12,40,127,396,1191,3649,11001,33907
round_shots,1470,176,161,124,124,239,62,117,7
round_queries,1470,1232,3703,9052,27652,160369,132618,750789,419363
round_k,3,11,36,111,335,1069,3208,9978,29954
round_shots,1000,227,135,103,95,92,69,100,8
round_queries,1000,1589,3375,8343,23655,68908,160839,702300,518952
round_k,3,12,40,124,374,1165,3511,10811,32434
round_shots,1127,279,131,196,129,146,105,59,3
round_queries,1127,1953,3275,15092,29799,107894,232995,404799,196587
round_k,3,12,38,115,369,1109,3430,10721,32764
round_shots,1399,338,133,109,83,73,62,54,10
round_queries,1399,2366,3325,8175,20003,52779,135470,354402,611990
round_k,3,12,37,120,361,1092,3281,9952,30599
round_shots,781,294,178,92,90,104,103,96,3
round_queries,781,2058,4450,6900,20250,72904,217021,633696,183693
round_k,3,12,37,112,350,1053,3300,10169,30615
round_shots,1162,232,205,254,181,81,71,100,6
round_queries,1162,1624,5125,20066,42897,65691,181831,778300,426030
round_k,3,12,39,118,405,1280,3891,11744,35502
round_shots,1153,170,208,101,104,107,81,55,7
round_queries,1153,1190,4784,7373,23400,73723,169533,370645,431053
round_k,3,11,36,112,344,1046,3369,10204,30789
round_shots,1136,198,123,109,109,138,143,61,5
round_queries,1136,1386,3075,8829,27141,103914,351351,459025,346735
round_k,3,12,40,124,376,1228,3762,11553,34673
round_shots,1202,283,103,156,177,74,64,54,6
round_queries,1202,1981,2575,11700,40533,51282,134080,339822,345558
round_k,3,12,37,114,346,1047,3146,9472,28796
round_shots,1348,188,109,240,188,94,60,43
round_queries,1348,1692,3597,24240,56964,91462,175380,1142811
round_k,4,16,50,151,486,1461,4384,13288
round_shots,1165,212,205,144,108,77,69,62,10
round_queries,1165,1484,5125,11376,26892,58443,163185,443238,651950
round_k,3,12,39,124,379,1182,3574,10778,32597
round_shots,1107,324,138,117,93,77,97,53,3
round_queries,1107,2268,3450,8775,22227,58443,221839,369145,188727
round_k,3,12,37,119,379,1143,3482,10476,31454
round_shots,1490,261,157,148,85,102,116,80,5
round_queries,1490,1827,3611,10804,19125,68850,263436,552560,313635
round_k,3,11,36,112,337,1135,3453,10454,31363
round_shots,1425,199,126,177,110,172,133,52,4
round_queries,1425,1791,4158,17523,32890,161508,383705,450372,311892
round_k,4,16,49,149,469,1442,4330,12995,38986
round_shots,1099,179,212,153,102,93,130,63,44
round_queries,1099,537,1908,5049,10710,30969,130130,189189,1219812
round_k,1,4,16,52,166,500,1501,4620,13861
round_shots,1422,232,270,98,85,89,65,67,9
round_queries,1422,1624,6210,7154,19295,60609,137735,431949,539019
round_k,3,11,36,113,340,1059,3223,9786,29945
round_shots,1242,210,127,107,88,146,107,54,3
round_queries,1242,1470,3175,8667,21384,111106,244923,375786,191997
round_k,3,12,40,121,380,1144,3479,10523,31999
round_shots,931,306,98,107,118,88,71,55,8
round_queries,931,2142,2450,8025,26786,60280,147325,345455,458024
round_k,3,12,37,113,342,1037,3140,9484,28626
round_shots,1400,217,179,129,87,72,67,55,6
round_queries,1400,1953,5549,12513,25491,65160,183513,452705,453126
round_k,4,15,48,146,452,1369,4115,12504,37760
round_shots,878,227,130,103,91,75,63,71,5
round_queries,878,1589,3250,8343,23023,59475,152901,517519,331325
round_k,3,12,40,126,396,1213,3644,10980,33132
round_shots,1151,138,239,155,108,245,78,65,39
round_queries,1151,414,2151,5115,11340,78645,83850,220025,1223001
round_k,1,4,16,52,160,537,1692,5084,15679
round_shots,1512,217,140,194,102,81,67,42
round_queries,1512,1953,4620,19206,30906,76059,191151,1128834
round_k,4,16,49,151,469,1426,4303,13438
round_shots,1269,192,151,125,86,74,61,40
round_queries,1269,1728,4983,12375,30358,78810,195017,1167240
round_k,4,16,49,176,532,1598,4803,14590
round_shots,784,206,124,143,222,169,89,60,6
round_queries,784,1442,3100,10725,58386,138749,225971,463740,422334
round_k,3,12,37,131,410,1269,3864,11724,35194
round_shots,1176,285,148,137,106,92,90,69,3
round_queries,1176,1995,3700,10275,24274,68724,206550,479895,192729
round_k,3,12,37,114,373,1147,3477,10668,32121
round_shots,793,222,160,121,99,83,108,69,10
round_queries,793,1554,3680,8833,22275,56025,232740,462921,614650
round_k,3,11,36,112,337,1077,3354,10077,30732
round_shots,1087,206,168,146,100,76,65,58,3
round_queries,1087,1442,4200,10950,26300,63916,167635,453154,218289
round_k,3,12,37,131,420,1289,3906,11961,36381
round_shots,541,193,106,157,103,88,75,111,186,3
round_queries,541,579,954,4239,8755,23144,60525,271617,1380678,200913
round_k,1,4,13,42,131,403,1223,3711,11134,33485
round_shots,1185,211,151,135,110,92,80,93,6
round_queries,1185,1477,3775,10935,26730,67436,190960,683643,398214
round_k,3,12,40,121,366,1193,3675,11061,33184
round_shots,1239,232,167,99,175,169,95,54,8
round_queries,1239,1624,4175,8019,42875,124553,220685,378702,512808
round_k,3,12,40,122,368,1161,3506,10576,32050
round_shots,1376,315,243,124,87,71,137,111,6
round_queries,1376,2205,6561,10292,24099,60705,352501,870573,438198
round_k,3,13,41,138,427,1286,3921,12155,36516
round_shots,1388,203,139,98,116,90,63,150,7
round_queries,1388,1421,3475,7938,28420,72450,153405,1104150,501347
round_k,3,12,40,122,402,1217,3680,11534,35810
round_shots,887,198,174,128,94,81,65,53,5
round_queries,887,1386,4350,10368,23218,63261,156975,384939,328985
round_k,3,12,40,123,390,1207,3631,10935,32898
round_shots,799,220,229,123,84,188,104,54,10
round_queries,799,1540,5267,8979,18396,123516,204984,323946,551750
round_k,3,11,36,109,328,985,2999,9014,27587
round_shots,1182,196,123,99,208,75,63,38
round_queries,1182,1764,4059,10791,69264,77325,195237,1060998
round_k,4,16,54,166,515,1549,4653,13960
round_shots,1141,231,177,107,109,177,73,62,50
round_queries,1141,693,1593,3531,10791,58233,72781,188046,1381050
round_k,1,4,16,49,164,498,1516,4562,13810
round_shots,1524,215,137,180,108,73,63,59,6
round_queries,1524,1505,3425,14580,30348,64897,170667,480909,443970
round_k,3,12,40,140,444,1354,4075,12307,36997
round_shots,1023,272,141,115,82,74,160,100,3
round_queries,1023,1904,3525,9315,20090,54390,356640,674300,189225
round_k,3,12,40,122,367,1114,3371,10389,31537
round_shots,1319,159,174,112,104,101,67,55,3
round_queries,1319,1113,4002,7952,22152,72619,145323,359535,178401
round_k,3,11,35,106,359,1084,3268,9857,29733
round_shots,1176,216,103,117,85,92,111,70,6
round_queries,1176,1512,2575,8775,19635,64492,234765,444150,347298
round_k,3,12,37,115,350,1057,3172,9589,28941
round_shots,1444,232,162,183,122,95,198,90,6
round_queries,1444,1624,4050,14457,29402,78185,489654,677070,411858
round_k,3,12,39,120,411,1236,3761,11370,34321
round_shots,1474,199,428,231,89,77,71,60,5
round_queries,1474,1791,11556,18711,21627,57981,163229,415980,322285
round_k,4,13,40,121,376,1149,3466,10509,32228
round_shots,1259,248,135,102,87,89,65,87,4
round_queries,1259,1736,3375,8670,23577,73959,165035,672423,286820
round_k,3,12,42,135,415,1269,3864,11593,35852
round_shots,1234,227,115,126,124,137,73,37
round_queries,1234,2043,3795,13230,42532,145905,234257,1077255
round_k,4,16,52,171,532,1604,4852,14557
round_shots,1052,232,98,90,104,149,94,149,3
round_queries,1052,1624,2450,6750,23400,105045,204074,983251,179403
round_k,3,12,37,112,352,1085,3299,9898,29900
round_shots,1049,252,114,131,90,86,70,75,3
round_queries,1049,1764,2850,9825,20610,60630,151690,488625,181677
round_k,3,12,37,114,352,1083,3257,10049,30279
round_shots,1136,145,187,165,136,78,79,74,120
round_queries,1136,435,1683,5115,13192,23790,72285,213934,3348120
round_k,1,4,15,48,152,457,1445,4474,13950
round_shots,1359,219,131,139,96,98,63,58,8
round_queries,1359,1533,3275,10425,24480,77126,148995,416266,532728
round_k,3,12,37,127,393,1182,3588,10840,33295
round_shots,939,159,171,162,116,104,172,112,67
round_queries,939,477,1539,5346,11484,33176,165292,334992,1836269
round_k,1,4,16,49,159,480,1495,4493,13703
round_shots,1442,147,336,88,100,86,66,61,3
round_queries,1442,1323,9072,7304,24900,66650,154770,431575,195765
round_k,4,13,41,124,387,1172,3537,10651,32627
round_shots,1170,247,128,127,108,75,103,62,10
round_queries,1170,1729,3200,10287,27756,57975,238857,440138,647330
round_k,3,12,40,128,386,1159,3549,10711,32366
round_shots,1170,220,147,110,89,85,63,56,5
round_queries,1170,1540,3675,8250,21271,62475,140805,377384,309245
round_k,3,12,37,119,367,1117,3369,10286,30924
round_shots,1281,218,138,101,101,79,61,60
round_queries,1281,1962,4554,10201,32219,77973,182817,1636620
round_k,4,16,50,159,493,1498,4545,13638
round_shots,821,330,98,126,86,108,75,148,8
round_queries,821,2310,2450,9450,22790,86940,182625,1102452,540776
round_k,3,12,37,132,402,1217,3724,11173,33798
round_shots,1142,356,337,179,113,74,96,62,6
round_queries,1142,2492,9099,14499,30849,64602,253920,498294,447618
round_k,3,13,40,136,436,1322,4018,12180,37301
round_shots,834,255,139,117,91,86,110,192,3
round_queries,834,1785,3475,9477,22295,66822,261470,1374912,193347
round_k,3,12,40,122,388,1188,3580,10741,32224
round_shots,772,200,173,110,90,94,63,57,11
round_queries,772,1400,4325,8250,21510,67962,136899,372495,660473
round_k,3,12,37,119,361,1086,3267,9914,30021
round_shots,933,218,198,129,150,138,128,69,3
round_queries,933,1526,4554,9159,32550,91494,256128,421521,179991
round_k,3,11,35,108,331,1000,3054,9828,29998
round_shots,1208,167,99,96,83,86,87,79,7
round_queries,1208,1503,3267,9504,24651,76626,234291,658781,541415
round_k,4,16,49,148,445,1346,4169,12787,38672
round_shots,963,221,141,92,84,72,64,82,3
round_queries,963,1547,3525,6900,18900,49752,132672,514714,178869
round_k,3,12,37,112,345,1036,3138,9430,29811
round_shots,854,249,103,124,89,73,69,116,8
round_queries,854,1743,2575,9300,22873,58035,166359,858980,534312
round_k,3,12,37,128,397,1205,3702,11131,33394
round_shots,865,166,250,246,102,80,106,105,65
round_queries,865,498,2250,7626,9894,23440,93174,285915,1694485
round_k,1,4,15,48,146,439,1361,4224,13034
round_shots,1535,209,180,157,113,137,65,55,6
round_queries,1535,1463,4140,11461,25425,98503,151385,396275,394890
round_k,3,11,36,112,359,1164,3602,10844,32907
round_shots,1139,224,139,93,88,76,77,88,12
round_queries,1139,1568,3475,6975,19800,52060,160237,559240,687348
round_k,3,12,37,112,342,1040,3177,9546,28639
round_shots,1393,246,151,119,88,80,67,96,3
round_queries,1393,1722,3473,8449,21384,58480,147333,640992,188277
round_k,3,11,35,121,365,1099,3338,10354,31379
round_shots,1551,231,160,127,108,69,61,33
round_queries,1551,2079,5280,12573,36180,74175,197213,975513
round_k,4,16,49,167,537,1616,4886,14780
round_shots,1319,300,244,104,111,72,120,40
round_queries,1319,2100,6588,10504,35631,72072,365400,1140360
round_k,3,13,50,160,500,1522,4751,14254
round_shots,1359,204,126,122,177,173,165,35
round_queries,1359,1836,4158,12810,57879,172827,507705,1013985
round_k,4,16,52,163,499,1538,4823,14485
round_shots,890,200,192,132,135,79,62,181,3
round_queries,890,1400,4800,10428,31995,60909,150226,1315689,202743
round_k,3,12,39,118,385,1211,3634,10903,33790
round_shots,980,200,211,92,96,82,64,71,3
round_queries,980,1400,5275,7452,23328,59778,142400,474493,189453
round_k,3,12,40,121,364,1112,3341,10026,31575
round_shots,869,247,233,107,92,95,70,56,3
round_queries,869,1729,5359,7811,20700,68685,157710,381976,185781
round_k,3,11,36,112,361,1126,3410,10272,30963
round_shots,1351,173,104,137,102,70,60,42
round_queries,1351,1557,3432,13563,31518,67970,174780,1113210
round_k,4,16,49,154,485,1456,4369,13252
round_shots,833,234,202,135,102,87,156,65,12
round_queries,833,1638,4646,9585,22134,57159,308412,393185,671076
round_k,3,11,35,108,328,988,3024,9320,27961
round_shots,803,222,125,128,89,77,66,56,6
round_queries,803,1554,3125,10368,21805,59059,157278,409864,413742
round_k,3,12,40,122,383,1191,3659,11142,34478
round_shots,1427,258,171,132,93,96,107,77,7
round_queries,1427,1806,4275,9900,21297,69984,234437,510125,419405
round_k,3,12,37,114,364,1095,3312,9968,29957
round_shots,782,203,162,128,271,77,72,56,8
round_queries,782,1421,4050,10368,67479,58905,165384,395864,525832
round_k,3,12,40,124,382,1148,3534,10843,32864
round_shots,1390,259,153,122,85,78,65,56,3
round_queries,1390,1813,3825,9882,24225,69186,178165,465416,225585
round_k,3,12,40,142,443,1370,4155,12532,37597
round_shots,1265,216,128,112,132,92,103,62,5
round_queries,1265,1512,3200,8400,32868,71300,240711,448198,326845
round_k,3,12,37,124,387,1168,3614,10894,32684
round_shots,1012,242,145,125,170,81,74,62,9
round_queries,1012,1694,3625,9375,39270,56619,156214,394382,527427
round_k,3,12,37,115,349,1055,3180,9638,29301
round_shots,1460,230,104,91,153,85,99,59
round_queries,1460,2070,3432,9009,45441,80155,282843,1526979
round_k,4,16,49,148,471,1428,4307,12940
round_shots,1452,161,261,164,103,92,84,53,4
round_queries,1452,1449,7047,13612,27913,76820,210756,399143,291524
round_k,4,13,41,135,417,1254,3765,11326,36440
round_shots,1009,234,178,101,111,80,186,57,6
round_queries,1009,1638,4094,7373,24975,63120,465930,433827,416850
round_k,3,11,36,112,394,1252,3805,11439,34737
round_shots,1292,175,155,250,119,71,70,30
round_queries,1292,1575,5115,29750,42483,79307,240450,946710
round_k,4,16,59,178,558,1717,5188,15778
round_shots,1242,245,135,154,169,74,89,62,4
round_queries,1242,1715,3375,11550,38701,51282,187879,397482,234252
round_k,3,12,37,114,346,1055,3205,9708,29281
round_shots,1038,221,169,106,84,78,98,99,4
round_queries,1038,1547,4225,8586,21756,61854,241766,743589,282764
round_k,3,12,40,129,396,1233,3755,11684,35345
round_shots,1389,199,129,121,92,74,60,40
round_queries,1389,1791,4257,11979,29900,72594,182100,1096760
round_k,4,16,49,162,490,1517,4560,13709
round_shots,1399,230,178,149,155,92,65,64,5
round_queries,1399,1610,4450,11175,35495,63756,138125,415424,301585
round_k,3,12,37,114,346,1062,3245,9825,30158
round_shots,1502,254,200,147,89,92,179,53
round_queries,1502,2286,6600,15141,27857,87676,512477,1382081
round_k,4,16,51,156,476,1431,4333,13038
round_shots,1518,273,123,121,117,84,70,63,3
round_queries,1518,1911,3075,9801,28665,68292,176610,482139,217191
round_k,3,12,40,122,406,1261,3826,11681,36198
round_shots,1376,234,154,102,93,87,76,126,3
round_queries,1376,1638,3850,8262,22785,65163,174724,890190,201015
round_k,3,12,40,122,374,1149,3532,10963,33502
round_shots,1342,330,165,103,108,85,69,72,3
round_queries,1342,2310,4125,7725,24948,62135,154905,490392,183933
round_k,3,12,37,115,365,1122,3405,10218,30655
